servicio_id,solicitud,proyecto,estado_solicitud,tipo_contrato,descripcion,unidad,cantidad,precio_unitario_cop,precio_total_cop,ihpsc_candidato,ihpsc_definitivo,decidido_por
GAP-HR-0074-0103,GAP-HR-0074,co_pnud_sdis_cursos_2026,Processed,OS,"EL/LA CONTRATISTA realizará la edición, posproducción y masterización final de tres (3) episodios de podcast con una duración máxima de cinco (5) minutos cada uno, a partir de los audios en bruto de las conversaciones que serán suministrados por INNOVAHUB. El proceso de edición deberá garantizar una limpieza exhaustiva de voz (eliminación de ruidos de fondo, clics, silencios incómodos y nivelación de volumen), así como un acople y sincronización perfectos de los participantes para lograr una escucha fluida y profesional. Asimismo, EL/LA CONTRATISTA se encargará del diseño sonoro integral, incluyendo la selección e incorporación de musicalización de fondo (libre de derechos de autor), efectos de sonido contextuales y transiciones que potencien la narrativa. Finalmente, todas las piezas deberán entregarse completamente finalizadas en alta calidad de audio y bajo el estándar técnico requerido por la plataforma. EL/LA CONTRATISTA entregará a EL CONTRATANTE los tres (3) archivos de audio definitivos en formato MP3.",Edición de podcast,3.0,400000.0,1200000.0,AUP-POD Pódcast,,
GAP-HR-0075-0104,GAP-HR-0075,pa_unicef_informe_anual_2026,Cancelled,OS,"EL/LA CONTRATISTA diseñará la línea gráfica para la diagramación de un documento institucional, a partir de los lineamientos, manual de identidad visual, objetivos de comunicación e insumos suministrados por EL CONTRATANTE. Esta labor comprende la conceptualización de la propuesta gráfica, la definición de la estructura editorial, la creación de la retícula de diagramación, el diseño de portadas, páginas maestras, estilos tipográficos, jerarquías visuales, paleta cromática, tratamiento de imágenes, tablas, gráficos, iconografía y demás elementos gráficos necesarios para garantizar la coherencia visual, legibilidad y unidad estética del documento.

EL/LA CONTRATISTA entregará a EL CONTRATANTE una propuesta de línea gráfica aprobada que incluirá el documento de lineamientos de diseño en formato PDF, acompañado de las plantillas editables del documento, las páginas maestras, los estilos de párrafo y carácter, la retícula de diagramación y los recursos gráficos desarrollados, junto con la totalidad de los archivos maestros y editables originales (Adobe InDesign, Adobe Illustrator, Adobe Photoshop u otros formatos nativos utilizados), asegurando la autonomía técnica de EL CONTRATANTE para la producción y actualización de futuras publicaciones que mantengan la identidad visual definida.",diagramación de documento,1.0,900000.0,900000.0,DLR-BDL Maquetación,,
GAP-HR-0076-0105,GAP-HR-0076,pa_pnud_informe_mujer19_2026,Cancelled,OS,"EL/LA CONTRATISTA diseñará la línea gráfica para la diagramación de un documento institucional, a partir de los lineamientos, manual de identidad visual, objetivos de comunicación e insumos suministrados por EL CONTRATANTE. Esta labor comprende la conceptualización de la propuesta gráfica, la definición de la estructura editorial, la creación de la retícula de diagramación, el diseño de portadas, páginas maestras, estilos tipográficos, jerarquías visuales, paleta cromática, tratamiento de imágenes, tablas, gráficos, iconografía y demás elementos gráficos necesarios para garantizar la coherencia visual, legibilidad y unidad estética del documento.

EL/LA CONTRATISTA entregará a EL CONTRATANTE una propuesta de línea gráfica aprobada que incluirá el documento de lineamientos de diseño en formato PDF, acompañado de las plantillas editables del documento, las páginas maestras, los estilos de párrafo y carácter, la retícula de diagramación y los recursos gráficos desarrollados, junto con la totalidad de los archivos maestros y editables originales (Adobe InDesign, Adobe Illustrator, Adobe Photoshop u otros formatos nativos utilizados), asegurando la autonomía técnica de EL CONTRATANTE para la producción y actualización de futuras publicaciones que mantengan la identidad visual definida.",Diagramación,1.0,900000.0,900000.0,DLR-BDL Maquetación,,
GAP-HR-0077-0106,GAP-HR-0077,pa_pnud_diagrama_democracia_2026,Processed,OS,"LA CONTRATISTA realizará la diagramación y maquetación de un documento con una extensión aproximada de treinta (100) páginas, en español e inglés, a partir de los textos, imágenes, tablas, gráficos y demás insumos suministrados por EL CONTRATANTE, aplicando la línea gráfica previamente definida y los lineamientos de identidad visual establecidos. Esta labor comprende la organización y estructuración visual de los contenidos, la aplicación de estilos tipográficos, la diagramación de tablas, gráficos e imágenes, el ajuste de composición y paginación, la preparación del documento para impresión y distribución digital, así como la incorporación de las observaciones y ajustes requeridos dentro del alcance del proyecto.

EL/LA CONTRATISTA entregará a EL CONTRATANTE el documento finalizado de treinta (100) páginas en formato PDF de alta resolución con marcas de corte y sangrado, optimizado para impresión profesional (CMYK), junto con una versión digital ligera en formato PDF optimizada para publicación o distribución electrónica. Asimismo, entregará la totalidad de los archivos maestros y proyectos editables originales mediante la carpeta de empaquetado (Package) de Adobe InDesign, incluyendo el archivo original (.INDD), la versión de compatibilidad (.IDML), las fuentes tipográficas utilizadas, la carpeta de vínculos (Links) con las imágenes y recursos gráficos en alta resolución, garantizando la autonomía técnica de EL CONTRATANTE para realizar futuras modificaciones, actualizaciones o reimpresiones del documento.",Documento diagramado,1.0,980000.0,980000.0,ELS-CYD-TRD Traducción,,
GAP-HR-0078-0107,GAP-HR-0078,co_pnud_sdis_cursos_2026,Processed,OS,"EL/LA CONTRATISTA realizará el análisis técnico de la arquitectura, la infraestructura de despliegue y la seguridad del sistema SICOFA, así como la caracterización técnica de los cinco (5) software del ecosistema de la Subdirección Distrital para la Familia (SDIS), labor que comprende la identificación de los requerimientos mínimos de infraestructura para el despliegue del sistema y el análisis de armonización e integración entre SICOFA y dicho ecosistema, sin que ello implique el desarrollo de conectores o integraciones entre sistemas. Adicionalmente, EL/LA CONTRATISTA diseñará y ejecutará la prueba de carga técnica sobre SICOFA, determinando los escenarios, transacciones, herramienta de carga y métricas de aceptación conforme al volumen de concurrencia proyectado a partir de los resultados de la encuesta. EL/LA CONTRATISTA entregará a EL CONTRATANTE los documentos técnicos correspondientes al diagnóstico de capacidades tecnológicas y a los resultados de la prueba de carga, en formato PDF, incluyendo los reportes de tiempos de respuesta, errores, throughput, consumo de recursos, cuellos de botella y capacidad observada, así como los parámetros técnicos de servidor recomendados para atender la demanda proyectada.",Análisis técnico,1.0,15000000.0,15000000.0,TIN / ELS Plataformas,,
GAP-HR-0079-0108,GAP-HR-0079,co_pnud_sdis_cursos_2026,Processed,OS,"EL/LA CONTRATISTA realizará el desarrollo técnico y el ensamblaje de dos (2) Objetos Virtuales de Aprendizaje (OVA) en la plataforma Articulate Rise. Este proceso se ejecutará a partir de los guiones instruccionales que serán suministrados por InnovaHub como insumo primario obligatorio. Asimismo, el diseño conceptual e interactivo de los OVA deberá alinearse estrictamente con la línea gráfica institucional previamente entregada al diseñador.

El alcance del desarrollo contempla un ciclo de optimización de hasta tres (3) jornadas de ajustes en total, distribuidas de la siguiente manera: una (1) revisión interna por parte de InnovaHub y dos (2) revisiones externas por parte del cliente final.

EL/LA CONTRATISTA entregará a EL CONTRATANTE los accesos de edición y transferencia de los dos (2) OVA en la plataforma Rise, junto con un repositorio que contenga la totalidad de los archivos editables de los recursos gráficos e imágenes diseñadas para los cursos. Todo componente y entregable final deberá contar con la debida revisión y aprobación formal por parte de InnovaHub.",Desarrollo de OVA en RISE,2.0,850000.0,1700000.0,DYA · ILU Ilustración,,
GAP-HR-0080-0109,GAP-HR-0080,lac_idea_democracia_2026,Processed,OS,"Actividad y entregables del producto

EL/LA CONTRATISTA realizará la virtualización de cuatro (4) Objetos Virtuales de Aprendizaje (OVA) en la herramienta Articulate Rise 360, a partir de los contenidos, guiones, recursos gráficos, lineamientos pedagógicos e identidad visual suministrados por EL CONTRATANTE. Esta labor comprende la estructuración de los contenidos, la configuración de la navegación, la adaptación de textos e imágenes al entorno virtual, la incorporación de recursos multimedia e interactivos cuando sean suministrados o definidos dentro del alcance del proyecto, la aplicación de la identidad gráfica, la configuración de actividades de aprendizaje y evaluaciones cuando correspondan, la revisión de la experiencia de usuario y la implementación de los ajustes y correcciones requeridos para garantizar la funcionalidad, accesibilidad y correcta visualización de los OVAS en diferentes dispositivos.

EL/LA CONTRATISTA entregará a EL CONTRATANTE cuatro (4) Objetos Virtuales de Aprendizaje completamente virtualizados y funcionales en Articulate Rise 360, listos para su publicación en una plataforma de gestión del aprendizaje (LMS). Asimismo, entregará los paquetes de publicación en formato SCORM 1.2 o SCORM 2004, según los requerimientos de EL CONTRATANTE, y/o en formato Web cuando sea requerido, junto con los archivos fuente editables del proyecto en Articulate Rise 360 mediante la transferencia de propiedad, copia del curso o el mecanismo de entrega que permita su administración y actualización por parte de EL CONTRATANTE. Igualmente, entregará todos los recursos multimedia utilizados durante el desarrollo (imágenes, audios, videos, iconografía y demás activos suministrados o producidos dentro del alcance del contrato), garantizando la autonomía técnica de EL CONTRATANTE para realizar futuras modificaciones, actualizaciones o nuevas publicaciones de los Objetos Virtuales de Aprendizaje.",OVA,4.0,227500.0,910000.0,AUP-VID Video Institucional,,
GAP-HR-0081-0110,GAP-HR-0081,es_santillana_educaia_2026,Processed,OS,"LA CONTRATISTA realizará el diseño, maquetación interactiva y estructuración visual de dos (2) infografías dinámicas en la plataforma Genially, a partir de los guiones, textos, esquemas e insumos conceptuales proporcionados por EL CONTRATANTE. Esta labor comprende la aplicación rigurosa de principios de experiencia de usuario (UX) y diseño de interfaz (UI), garantizando una arquitectura de la información clara, una navegación intuitiva, jerarquización visual efectiva, diseño adaptable a múltiples pantallas y el despliegue óptimo de recursos interactivos (botones, capas emergentes, animaciones de entrada/transición, zonas interactivas y enlaces). Asimismo, la labor abarca la ilustración y conceptualización vectorial de todos los componentes visuales personalizados, respetando la línea gráfica, paleta de colores y manuales de identidad proporcionados por EL CONTRATANTE.",Infografías,2.0,200000.0,400000.0,AUP-ANV Video Animado,,
GAP-HR-0082-0111,GAP-HR-0082,ven_unicef_biptico_2026,Processed,OS,"EL/LA CONTRATISTA realizará el diseño, diagramación y maquetación de dos (2) dípticos institucionales e informativos a partir de los textos, guiones e insumos proporcionados por EL CONTRATANTE. Esta labor comprende una primera fase metodológica obligatoria de conceptualización visual donde EL/LA CONTRATISTA presentará dos (2) alternativas de propuesta gráfica previa para la validación de la línea estética, paleta cromática, tratamiento tipográfico e iconografía antes del desarrollo definitivo de los materiales. La diagramación final deberá alinearse estrictamente a los manuales de identidad visual, directrices de marca y estándares de diagramación institucionales de UNICEF, garantizando la correcta aplicación del logotipo, grilla compositiva, áreas de protección y jerarquización de la información.",dípticos,2.0,450000.0,900000.0,DLR-BDL Maquetación,,
GAP-HR-0083-0112,GAP-HR-0083,be_pnud_atlas_2026,Processed,OS,"1. DESCRIPCIÓN.

EL/LA CONTRATISTA realizará la diagramación, composición editorial y maquetación profesional de dos (2) documentos que suman un total de sesenta y cuatro (64) páginas (distribuidas en una publicación de 16 páginas y una de 48 páginas). Dicha labor se desarrollará a partir de la línea gráfica, portadas, contenidos textuales y archivos editables base proporcionados por EL CONTRATANTE, e incluye la estructuración visual de los contenidos, la aplicación rigurosa de la identidad gráfica definida, la jerarquización tipográfica de títulos y cuerpos de texto, la limpieza y tratamiento básico de imágenes o tablas, y el desarrollo de la composición editorial, garantizando una legibilidad superior, un ritmo visual equilibrado y una estética corporativa de alta calidad que cumpla con los estándares técnicos y editoriales requeridos para su aprobación por parte del cliente final.",Diagramación de dos documentos,2.0,480000.0,960000.0,DLR-BDL Maquetación,,
GAP-HR-0084-0113,GAP-HR-0084,pa_unicef_recaudacion_2026,Processed,OS,"EL/LA CONTRATISTA realizará el diseño, animación y posproducción (motion graphics) del logotipo del Círculo Azul de UNICEF. Dicha labor se desarrollará a partir de los archivos editables base y los recursos gráficos proporcionados por EL CONTRATANTE (InnovaHub Colombia S.A.S.), e incluye la conceptualización del movimiento, la animación de sus componentes, la aplicación del ritmo visual adecuado y el tratamiento técnico requerido. La animación debe cumplir con los lineamientos de la identidad gráfica institucional, garantizando un resultado fluido, atractivo y de alta calidad estética que cumpla con los estándares técnicos y creativos requeridos para su aprobación por parte del cliente final.",Animación de logo,1.0,200000.0,200000.0,AUP-ANV Video Animado,,
GAP-HR-0085-0114,GAP-HR-0085,co_csj_rama_judicial_2025,Cancelled,OS,"Migración y acompañamiento técnico del ambiente de pruebas de InnovaHub hacia el ambiente QA de la contraparte, garantizando la correcta configuración, funcionamiento y equivalencia de ambos ambientes.",1,1.0,800000.0,800000.0,DLR-OVA / ELS-CYD Desarrollo e-learning,,
GAP-HR-0086-0115,GAP-HR-0086,ven_unicef_lta_dulas_2025,Processed,OS,"Reestructuración integral y edición de un video existente de 3 minutos y 51 segundos a partir de una actualización en el guion y la incorporación de una nueva locución. El trabajo requiere adaptar la línea de tiempo mediante la eliminación de escenas no vigentes, el reordenamiento del material de apoyo visual y la resincronización precisa de las imágenes y piezas gráficas con la nueva locución recibida.",Video,1.0,400000.0,400000.0,AUP-VID Video Institucional,,
GAP-HR-0087-0116,GAP-HR-0087,co_csj_rama_judicial_2025,Processed,PS,"Migración y acompañamiento técnico del ambiente de pruebas de InnovaHub hacia el ambiente QA de la contraparte, garantizando la correcta configuración, funcionamiento y equivalencia de ambos ambientes.",1,1.0,800000.0,800000.0,DLR-OVA / ELS-CYD Desarrollo e-learning,,
GAP-HR-0088-0117,GAP-HR-0088,cr_unicef_migracion_2026,Processed,OS,"EL/LA CONTRATISTA realizará el acompañamiento, la asesoría especializada y la participación activa como experto/a temático/a de alto nivel para la elaboración del documento de autoría base del curso. Esta labor comprende el diagnóstico, análisis y revisión técnico-conceptual de los documentos de insumo suministrados por EL CONTRATANTE; la identificación, validación y organización de los contenidos temáticos; la definición de los enfoques conceptuales, metodológicos y normativos que orientarán el proceso formativo; y el acompañamiento en el diseño de la estructura pedagógica y curricular del curso, garantizando la coherencia entre los objetivos de aprendizaje, las competencias a desarrollar, los contenidos, las estrategias metodológicas y los criterios de evaluación.

Asimismo, EL/LA CONTRATISTA brindará orientación técnica permanente durante el proceso de construcción del documento de autoría, participará en sesiones de trabajo y validación con el equipo del proyecto, emitirá conceptos y recomendaciones especializadas para fortalecer la calidad académica del contenido y asegurará que la propuesta responda a las necesidades de la población objetivo y a los lineamientos definidos por EL CONTRATANTE.

Como resultado de sus actividades, EL/LA CONTRATISTA entregará a EL CONTRATANTE un paquete documental que incluirá el diagnóstico técnico de los documentos de insumo revisados, la propuesta de estructura pedagógica y curricular del curso, el documento de autoría base con los contenidos conceptuales desarrollados y las recomendaciones metodológicas para su implementación, junto con un informe técnico final que consolide el proceso realizado, los criterios aplicados, las observaciones formuladas y las recomendaciones para las siguientes etapas de diseño instruccional y producción del curso, garantizando la entrega oportuna de todos los soportes documentales necesarios para la validación y aprobación de los productos a entera satisfacción de la entidad.",1,1.0,4500.0,4500.0,ELS-CYD-AUT Autoría de curso,,
GAP-HR-0089-0118,GAP-HR-0089,co_giz_ambiente_2025,Processed,PS,"Desarrollo, diseño y montaje, en la plataforma RISE, de los Objetos Virtuales de Aprendizaje (OVA) asignados, visualmente coherentes y técnicamente funcionales, alineados con los requerimientos pedagógicos, comunicativos y técnicos de los cursos de prevención de incendios forestales. El trabajo deberá garantizar calidad visual, navegabilidad y cumplimiento de los estándares definidos para los cursos.",7 Objetos Virtuales de Aprendizaje (OVA) para los cursos de prevención de incendios forestales,7.0,557143.0,3900001.0,DLR-OVA / ELS-CYD Desarrollo e-learning,,
GAP-HR-0090-0119,GAP-HR-0090,co_pnud_sdis_cursos_2026,Requested,OS,"EL/LA CONTRATISTA realizará el desarrollo técnico, diseño gráfico e instruccional y ensamblaje de los siguientes recursos educativos digitales en la plataforma Articulate Rise: ocho (8) Objetos Virtuales de Aprendizaje (OVA) de entre 3 a 4 slides cada uno. El alcance del desarrollo contempla un ciclo de optimización de hasta tres (3) jornadas de ajustes en total por cada recurso, distribuidas de la siguiente manera: una (1) revisión interna y dos (2) revisiones externas por parte del cliente final. EL/LA CONTRATISTA entregará los accesos de edición y transferencia de los ocho (8) OVA en la plataforma Rise (los 8 de 3 a 4 slides), junto con un repositorio organizado que contenga la totalidad de los archivos editables e insumos finales de las piezas gráficas, diagramaciones e infografías. Todo componente y entregable final deberá contar con la debida revisión y aprobación formal para su recepción a satisfacción","Desarrollo de OVAS en RISE,",8.0,135000.0,1080000.0,DLR-BDL Maquetación,,
GAP-HR-0091-0120,GAP-HR-0091,nl_wwf_coursesweb_2026,Processed,OS,Traduccion y adaptación del contenido de 7 modulos del curso del idioma inglés al idioma español,1,1.0,1700000.0,1700000.0,ELS-CYD-TRD Traducción,,
GAP-HR-0092-0121,GAP-HR-0092,cr_unicef_est_temprana_2026,Requested,OS,"Prestación de servicios profesionales de producción audiovisual y fotográfica para el cubrimiento de actividades de campo e institucionales en Costa Rica.

Descripción detallada de las actividades:

El contratista llevará a cabo el cubrimiento técnico de producción de video y fotografía el día 14 de agosto, bajo el siguiente esquema operativo:

Equipo técnico requerido: Un (1) realizador/camarógrafo de video y un (1) fotógrafo profesional.

Logística y desplazamientos: El equipo de producción deberá contar con transporte logístico propio para trasladarse a los diferentes puntos de grabación dentro del itinerario del día.

Jornada de la mañana (San José): Grabación en las oficinas de UNICEF en San José. Incluye toma de recurso visual (B-roll) de las instalaciones e interacciones, y grabación de entrevistas en formato estudio/oficina con el uso obligatorio de teleprómpter.

Acompañamiento y ruta (Cartago): Registro audiovisual del recorrido junto a la vocera/representante de UNICEF, trasladándose desde San José hasta la localidad de Cipreses de Cartago para el seguimiento y cubrimiento en campo.",día de cubrimiento,1.0,577.0,577.0,AUP-VID Video Institucional,,
GAP-HR-0093-0122,GAP-HR-0093,pa_pnud_informe_mujer19_2026,Requested,OS,"EL/LA CONTRATISTA realizará la diagramación y maquetación de un documento institucional con una extensión aproximada de quinientas (500) páginas, a partir de los textos, imágenes, tablas, gráficos, ilustraciones y demás insumos suministrados por EL CONTRATANTE. Esta labor comprende la estructuración y organización visual de los contenidos, la aplicación de estilos tipográficos y jerarquías de información, la configuración de páginas maestras, la diagramación de tablas, gráficos, imágenes y demás elementos visuales, la numeración y paginación del documento, la generación y ajuste de índices y elementos de navegación cuando aplique, así como la aplicación de la línea gráfica, manual de identidad visual y demás lineamientos editoriales proporcionados por EL CONTRATANTE. La actividad incluye la revisión integral de la composición, legibilidad, consistencia gráfica y correcta distribución de los contenidos, así como la incorporación de las observaciones y ajustes requeridos durante el proceso de revisión y aprobación.

EL/LA CONTRATISTA entregará a EL CONTRATANTE el documento diagramado y finalizado de quinientas (500) páginas en formato PDF de alta resolución, preparado para impresión profesional y/o distribución digital según los requerimientos definidos por EL CONTRATANTE, junto con una versión optimizada para su consulta y distribución electrónica. Asimismo, entregará la totalidad de los archivos maestros y proyectos editables originales mediante la carpeta de empaquetado (Package) de Adobe InDesign, incluyendo el archivo original (.INDD), la versión de compatibilidad (.IDML), la carpeta con las fuentes tipográficas utilizadas y la carpeta de vínculos (Links) con las imágenes, gráficos y demás recursos utilizados en alta resolución, así como los elementos gráficos editables que hagan parte del documento, garantizando la autonomía técnica de EL CONTRATANTE para realizar futuras modificaciones, actualizaciones, ajustes o reimpresiones del material.",Páginas,700.0,10000.0,7000000.0,DLR-BDL Maquetación,,
GAP-HR-0094-0123,GAP-HR-0094,ven_unicef_riesgos_videos_2026,Requested,OS,"EL/LA CONTRATISTA realizará la conceptualización, diseño, producción y animación de dos (2) videos animados, con una duración aproximada de dos (2) minutos cada uno, a partir de los guiones, contenidos, insumos gráficos, identidad visual y demás lineamientos suministrados por EL CONTRATANTE. Esta labor comprende la elaboración del storyboard para cada video, el diseño de los elementos gráficos y recursos visuales, la composición y animación de las escenas, la edición y sincronización de los elementos audiovisuales, la incorporación de subtítulos, narración, música, efectos y diseño sonoro cuando aplique, así como la realización de los ajustes y correcciones requeridos durante el proceso de revisión y aprobación, garantizando la coherencia visual y narrativa con los lineamientos definidos por EL CONTRATANTE.

EL/LA CONTRATISTA entregará a EL CONTRATANTE dos (2) videos animados finalizados, con una duración aproximada de dos (2) minutos cada uno, en formato MP4 (H.264), resolución Full HD (1920 x 1080 px), listos para su publicación y distribución en medios digitales. Asimismo, entregará los storyboards correspondientes en formato PDF y la totalidad de los archivos maestros y proyectos editables utilizados para la producción, incluyendo los archivos de animación y composición, recursos gráficos editables, archivos de audio, música y efectos de sonido utilizados, así como la carpeta organizada con los recursos vinculados (Assets), garantizando la autonomía técnica de EL CONTRATANTE para realizar futuras modificaciones, actualizaciones o adaptaciones de los materiales audiovisuales.",Video animado,2.0,1800000.0,3600000.0,AUP-ANV Video Animado,,
GAP-HR-0095-0124,GAP-HR-0095,ven_unicef_riesgos_videos_2026,Requested,OS,"EL/LA CONTRATISTA realizará la grabación y producción de una (1) locución profesional con una duración aproximada de dos (2) minutos, a partir del guion y contenidos suministrados por EL CONTRATANTE. Esta labor comprende la preparación y lectura interpretativa del texto, grabación en condiciones técnicas adecuadas, edición, limpieza de ruido, ecualización, compresión, nivelación y masterización de la voz, garantizando una adecuada calidad, claridad, dicción, ritmo y coherencia con el tono comunicativo definido por EL CONTRATANTE. La actividad incluye los ajustes y correcciones de interpretación que sean requeridos durante el proceso de revisión y aprobación, dentro del alcance establecido.

EL/LA CONTRATISTA entregará a EL CONTRATANTE el archivo final de la locución con una duración aproximada de dos (2) minutos, en formato WAV de alta calidad y en formato MP3 optimizado para su uso en medios digitales, debidamente editado y masterizado, listo para su integración en el producto audiovisual correspondiente. Asimismo, entregará el archivo de audio organizado y, cuando aplique, las pistas o archivos de grabación originales utilizados durante el proceso de producción.",Locución,2.0,120000.0,240000.0,AUP-POD/VID · VOV Locución,,
GAP-HR-0090-0125,GAP-HR-0090,co_pnud_sdis_cursos_2026,Requested,OS,"EL/LA CONTRATISTA realizará el desarrollo técnico, diseño gráfico e instruccional y ensamblaje de los siguientes recursos educativos digitales en la plataforma Articulate Rise: (1) Objetos Virtuales de Aprendizaje (OVA) de 25 slides. Este proceso se ejecutará a partir de los guiones, contenidos e insumos instruccionales que serán suministrados como insumo primario obligatorio. El diseño conceptual, visual e interactivo de la totalidad de los recursos deberá alinearse estrictamente con la línea gráfica institucional previamente entregada.

El alcance del desarrollo contempla un ciclo de optimización de hasta tres (3) jornadas de ajustes en total por cada recurso, distribuidas de la siguiente manera: una (1) revisión interna y dos (2) revisiones externas por parte del cliente final.

EL/LA CONTRATISTA entregará los accesos de edición y transferencia del OVA en la plataforma Rise (25 slides), junto con un repositorio organizado que contenga la totalidad de los archivos editables e insumos finales de las piezas gráficas, diagramaciones e infografías. Todo componente y entregable final deberá contar con la debida revisión y aprobación formal para su recepción a satisfacción",Desarrollo de OVAS en RISE,1.0,750000.0,750000.0,DLR-BDL Maquetación,,
GAP-HR-0090-0126,GAP-HR-0090,co_pnud_sdis_cursos_2026,Requested,OS,"EL/LA CONTRATISTA realizará el desarrollo técnico, diseño gráfico e instruccional y ensamblaje de los siguientes recursos educativos digitales en la plataforma Articulate Rise: (1) Objetos Virtuales de Aprendizaje (OVA) de 20 slides. Este proceso se ejecutará a partir de los guiones, contenidos e insumos instruccionales que serán suministrados como insumo primario obligatorio. El diseño conceptual, visual e interactivo de la totalidad de los recursos deberá alinearse estrictamente con la línea gráfica institucional previamente entregada.

El alcance del desarrollo contempla un ciclo de optimización de hasta tres (3) jornadas de ajustes en total por cada recurso, distribuidas de la siguiente manera: una (1) revisión interna y dos (2) revisiones externas por parte del cliente final.

EL/LA CONTRATISTA entregará los accesos de edición y transferencia del OVA en la plataforma Rise (20 slides), junto con un repositorio organizado que contenga la totalidad de los archivos editables e insumos finales de las piezas gráficas, diagramaciones e infografías. Todo componente y entregable final deberá contar con la debida revisión y aprobación formal para su recepción a satisfacción",Desarrollo de OVAS en RISE,1.0,650000.0,650000.0,DLR-BDL Maquetación,,
GAP-HR-0090-0127,GAP-HR-0090,co_pnud_sdis_cursos_2026,Requested,OS,"EL/LA CONTRATISTA realizará el desarrollo técnico, diseño gráfico de: diez (10) piezas gráficas adaptadas para difusión por WhatsApp, dos (2) diagramaciones de nivel medio. . Este proceso se ejecutará a partir del diseño conceptual, visual e interactivo de la totalidad de los recursos deberá alinearse estrictamente con la línea gráfica institucional previamente entregada. El alcance del desarrollo contempla un ciclo de optimización de hasta tres (3) jornadas de ajustes en total por cada recurso, distribuidas de la siguiente manera: una (1) revisión interna y dos (2) revisiones externas por parte del cliente final. EL/LA CONTRATISTA entregará los accesos de edición y transferencia de los repositorios organizados que contenga la totalidad de los archivos editables e insumos finales de las piezas gráficas, diagramaciones e infografías. Todo componente y entregable final deberá contar con la debida revisión y aprobación formal para su recepción a satisfacción",Piezas y diagramaciones,8.0,106250.0,850000.0,DLR-BDL Maquetación,,
GAP-HR-0090-0128,GAP-HR-0090,co_pnud_sdis_cursos_2026,Requested,OS,"EL/LA CONTRATISTA realizará el desarrollo técnico, diseño de: tres (3) infografías estáticas. Este proceso se ejecutará a partir de los guiones, contenidos e insumos instruccionales que serán suministrados como insumo primario obligatorio. El diseño conceptual, visual e interactivo de la totalidad de los recursos deberá alinearse estrictamente con la línea gráfica institucional previamente entregada.

El alcance del desarrollo contempla un ciclo de optimización de hasta tres (3) jornadas de ajustes en total por cada recurso, distribuidas de la siguiente manera: una (1) revisión interna y dos (2) revisiones externas por parte del cliente final. EL/LA CONTRATISTA entregará los accesos de edición y transferencia de las tres infografías junto con un repositorios organizados que contenga la totalidad de los archivos editables e insumos finales de las piezas gráficas, diagramaciones e infografías. Todo componente y entregable final deberá contar con la debida revisión y aprobación formal para su recepción a satisfacción",Inforgrafias,3.0,180000.0,540000.0,DLR-BDL Maquetación,,
GAP-HR-0096-0129,GAP-HR-0096,gq_pnud_form_ministros_v1_2025,Requested,OS,"Diseño instruccional, desarrollo y montaje de 2 objetos virtuales de aprendizaje en la plataforma Mindsmith, con base en un contenido autorial de 10 a 12 páginas, visualmente coherentes y técnicamente funcionales, alineados con los requerimientos pedagógicos, comunicativos y técnicos de los cursos para altos cargos de la Administración Pública de Guinea Ecuatorial. El trabajo deberá garantizar calidad visual, navegabilidad, pertinencia temática y cumplimiento de los estándares institucionales definidos para el proyecto.",2 objetos virtuales de aprendizaje en la plataforma Mindsmith,2.0,800000.0,1600000.0,ELS-CYD-AUT Autoría de curso,,
GAP-HR-0096-0130,GAP-HR-0096,gq_pnud_form_ministros_v1_2025,Requested,OS,"Diseño instruccional, desarrollo y montaje de 1 objeto virtual de aprendizaje en la plataforma Mindsmith, con base en un contenido autorial de 20 a 22 páginas, visualmente coherente y técnicamente funcional, alineado con los requerimientos pedagógicos, comunicativos y técnicos de los cursos para altos cargos de la Administración Pública de Guinea Ecuatorial. El trabajo deberá garantizar calidad visual, navegabilidad, pertinencia temática y cumplimiento de los estándares institucionales definidos para el proyecto.",1 objeto virtual de aprendizaje en la plataforma Mindsmith,1.0,1100000.0,1100000.0,ELS-CYD-AUT Autoría de curso,,
GAP-HR-0097-0131,GAP-HR-0097,es_santillana_richmond_2026,Requested,OS,"Realización de 9 autorías, en idioma inglés, para el desarrollo del proyecto de Richmond Solution.","Un documento autorial, en idioma inglés, con todo el planteamiento pedagógico del contenido, inclusión de material de consulta complementario, planteamiento de actividades y referenciación de fuentes bibliográficas.",9.0,750000.0,6750000.0,ELS-CYD-TRD Traducción,,
